Latitude,Longitude,StationName,State,County,StationID,Date,Time,RainAccumulation(Inches),WindSpeed(MPH),WindDirection(Degrees),AirTempreture(Fahrenheit),RelativeHumidity(%),SolarRadiation(W/M^2)
32.31111,-110.81861,SAGUARO,AZ,Pima,17064491,2022/03/17,23:47:00+00,0.78,11.0,308.0,75.0,12.0,394.0
39.73591,-121.48898,JARBO GAP,CA,Butte,17375784,2022/06/24,02:13:59+00,44.5,5.0,200.0,87.0,25.0,291.0
41.20389,-74.88972,LOCH LOMOND,PA,Pike,17347876,2022/08/11,21:45:00+00,26.49,1.0,325.0,83.0,40.0,155.0
44.33247,-123.71797,WILKINSON RIDGE,OR,Benton,16860223,2022/03/15,12:57:00+00,48.18,2.0,196.0,45.0,100.0,0.0
39.47109,-120.08698,STAMPEDE,CA,Sierra,16968249,2022/03/15,12:33:00+00,0.93,3.0,143.0,35.0,94.0,0.0
30.2362,-95.48305,CONROE,TX,Montgomery,17049644,2022/08/31,13:02:59+00,25.5,1.0,81.0,75.0,96.0,21.0
42.62614,-117.39514,GRASSY MOUNTAIN,OR,Malheur,16861238,2022/07/07,14:24:00+00,27.68,7.0,21.0,69.0,33.0,234.0
40.09861,-74.31611,JACKSON,NJ,Ocean,17392929,2022/08/31,13:11:00+00,27.9,4.0,287.0,74.0,82.0,338.0
42.34028,-107.57278,CAMP CREEK,WY,Fremont,16874807,2022/07/27,01:50:00+00,5.39,14.0,65.0,75.0,31.0,203.0
38.02806,-122.70222,BARNABY,CA,Marin,17096247,2022/03/15,13:11:00+00,33.68,4.0,314.0,53.0,100.0,0.0
47.61303,-114.61539,HOT SPRINGS,MT,Sanders,16779315,2022/08/31,13:15:00+00,5.88,0.0,190.0,47.0,94.0,4.0
31.185,-92.63139,EVANGELINE,LA,Rapides,17053739,2022/03/15,12:43:00+00,9.78,0.0,289.0,51.0,99.0,2.0
45.91667,-119.56667,UMATILLA,OR,Morrow,17344034,2022/08/31,13:30:00+00,10.08,4.0,100.0,64.0,83.0,2.0
43.8,-73.7,SCHROON LAKE,NY,Essex,17390626,2022/08/31,13:08:00+00,25.04,4.0,252.0,68.0,69.0,266.0
35.61497,-113.79428,MUSIC MOUNTAIN,AZ,Mohave,16792108,2022/08/31,12:53:00+00,11.5,1.0,348.0,67.0,44.0,0.0
31.702,-108.34175,HACHITA VALLEY,NM,Hidalgo,16835374,2022/08/31,12:41:00+00,7.35,3.0,33.0,60.0,86.0,0.0
33.44588,-117.41912,CASE SPRINGS,CA,San Diego,17107506,2022/03/15,13:23:00+00,11.59,1.0,97.0,61.0,42.0,0.0
42.97639,-121.42194,HOYT CREEK,OR,Klamath,17001262,2022/08/31,12:42:00+00,6.01,4.0,175.0,63.0,32.0,0.0
33.41361,-99.40056,MILLER CREEK,TX,Baylor,17323039,2022/03/15,13:05:00+00,0.98,11.0,312.0,44.0,56.0,5.0
36.84361,-118.26556,OAK CREEK,CA,Inyo,17006910,2022/08/31,12:43:00+00,1.98,7.0,305.0,74.0,19.0,0.0
44.95586,-121.49911,HEHE 1,OR,Wasco,16780863,2022/08/31,13:24:00+00,9.44,5.0,271.0,59.0,58.0,0.0
37.83255,-81.06805,GRANDVIEW,WV,Raleigh,17200693,2022/04/12,14:06:00+00,14.17,1.0,262.0,55.0,94.0,63.0
34.59361,-112.51139,IRON SPRINGS,AZ,Yavapai,17076020,2022/08/25,19:07:00+00,10.37,1.0,15.0,64.0,89.0,96.0
37.35472,-122.14167,LOS ALTOS,CA,Santa Clara,17138203,2022/08/31,13:10:00+00,15.4,3.0,210.0,58.0,89.0,0.0
35.37917,-80.99256,MT. ISLAND LAKE,NC,Gaston,17398309,2022/03/15,13:11:00+00,11.04,0.0,181.0,41.0,81.0,59.0
45.57944,-121.59694,MIDDLE MTN,OR,Hood River,17176092,2022/06/01,04:14:00+00,0.66,4.0,96.0,57.0,58.0,5.0
43.56281,-120.23617,BROWNS WELL,OR,Lake,16857903,2022/04/14,01:49:00+00,5.56,8.0,228.0,32.0,76.0,83.0
37.05639,-107.70871,MESA MTN,CO,La Plata,16778032,2022/04/20,11:10:00+00,1.7,9.0,270.0,49.0,14.0,0.0
43.8,-73.7,SCHROON LAKE,NY,Essex,17390625,2022/03/15,13:08:00+00,4.41,1.0,55.0,37.0,78.0,86.0
43.6005,-114.31686,OHIO GULCH,ID,Blaine,16824882,2022/05/02,22:44:59+00,2.78,9.0,244.0,37.0,90.0,46.0
45.90111,-86.93111,STONINGTON,MI,Delta,17332003,2022/04/12,18:04:00+00,5.43,5.0,244.0,54.0,37.0,476.0
62.56528,-144.66472,CHISTOCHINA,AK,Valdez-Cordova,17264416,2022/05/13,19:34:59+00,0.03,1.0,342.0,43.0,62.0,323.0
45.89,-93.26972,MORA,MN,Kanabec,17153830,2022/03/15,13:08:00+00,0.37,2.0,166.0,21.0,77.0,29.0
32.17861,-104.44056,BATDRAW,NM,Eddy,17106732,2022/03/15,12:53:00+00,14.12,3.0,6.0,47.0,29.0,0.0
40.98331,-79.33975,DISTANT,PA,Armstrong,19789317,2022/06/25,03:32:00+00,23.51,0.0,22.0,61.0,85.0,0.0
21.52861,-158.22611,MAKUA RANGE,HI,Honolulu,17197347,2022/04/28,18:58:00+00,6.8,4.0,276.0,79.0,64.0,469.0
46.495,-121.01333,SEDGE RIDGE,WA,Yakima,16878383,2022/08/31,13:10:00+00,11.36,2.0,308.0,71.0,30.0,0.0
30.43833,-88.42556,GRAND BAY,MS,Jackson,17496599,2022/08/10,19:26:00+00,31.37,6.0,118.0,83.0,77.0,662.0
21.67917,-157.98944,KAHUKU TRAINING AREA,HI,Honolulu,17071642,2022/03/15,12:59:00+00,4.45,2.0,109.0,69.0,85.0,0.0
33.81114,-117.70836,FREMONT CANYON,CA,Orange,17110070,2022/04/21,11:51:59+00,8.1,4.0,229.0,47.0,85.0,0.0
35.70975,-117.97206,BLUE MAX,CA,Kern,17167419,2022/08/31,13:31:59+00,6.12,8.0,307.0,79.0,21.0,1.0
41.62786,-121.29838,TIMBER MOUNTAIN,CA,Modoc,17283889,2022/08/31,13:02:59+00,3.69,7.0,159.0,63.0,52.0,0.0
33.23833,-95.92472,GREENVILLE,TX,Hunt,17320741,2022/03/15,13:07:00+00,4.16,4.0,307.0,47.0,85.0,10.0
34.9225,-84.65944,COHUTTA,GA,Murray,17240105,2022/03/15,13:05:59+00,18.23,3.0,354.0,53.0,71.0,72.0
41.29974,-122.82553,CALLAHAN #2,CA,Siskiyou,16954158,2022/06/22,00:17:00+00,5.0,4.0,346.0,89.0,17.0,764.0
32.40383,-110.27194,MULESHOE RANCH,AZ,Cochise,16794412,2022/03/15,13:02:59+00,1.04,1.0,163.0,43.0,28.0,0.0
35.2128,-82.5897,GUION FARM,NC,Henderson,17182265,2022/08/31,13:10:00+00,45.41,1.0,46.0,71.0,69.0,279.0
21.9665,-159.6638,WAIMEA HTS,HI,Kauai,17559314,2022/08/31,12:35:00+00,8.97,2.0,354.0,74.0,56.0,0.0
35.63767,-93.25778,OUACHITA PORTABLE #1,AR,Johnson,17316114,2022/03/15,12:57:00+00,0.45,0.0,306.0,45.0,100.0,1.0
40.50552,-123.3432,FRIEND MTN.,CA,Trinity,16966458,2022/03/15,13:15:59+00,16.73,1.0,222.0,42.0,100.0,0.0
47.83144,-109.00839,LITTLE BULLWHACKER CREEK,MT,Blaine,16829750,2022/08/31,13:31:59+00,8.15,1.0,286.0,64.0,42.0,19.0
33.36111,-117.10583,PALA,CA,San Diego,17568527,2022/06/24,01:50:00+00,8.59,7.0,289.0,83.0,26.0,252.0
38.03425,-113.52175,JENSEN SPRING,UT,Iron,16864053,2022/05/05,00:46:00+00,4.07,8.0,66.0,63.0,29.0,426.0
44.32531,-115.846,BOISE PORTABLE 2,ID,Valley,17211227,2022/03/15,12:43:00+00,0.0,5.0,116.0,50.0,50.0,0.0
33.09139,-117.01222,SAN PASQUAL,CA,San Diego,17568786,2022/08/31,12:51:00+00,7.02,0.0,259.0,59.0,90.0,0.0
67.02138,-146.70167,ALASKA PORTABLE #2,AK,Yukon-Koyukuk,17148207,2022/03/09,00:13:00+00,0.02,0.0,317.0,30.0,44.0,122.0
40.09806,-106.68056,PORCUPINE CR.,CO,Routt,16927534,2022/08/31,12:58:00+00,13.45,0.0,37.0,36.0,83.0,3.0
44.11528,-100.30139,FORT PIERRE,SD,Lyman,17371430,2022/04/22,12:59:59+00,1.01,19.0,136.0,55.0,70.0,31.0
35.45363,-118.59519,BRECKENRIDGE,CA,Kern,17299745,2022/08/30,21:52:00+00,8.03,4.0,183.0,83.0,20.0,901.0
44.98778,-114.41833,RED ROCK PEAK,ID,Lemhi,17233722,2022/08/04,18:48:00+00,5.61,16.0,209.0,69.0,32.0,641.0
39.09159,-120.73198,SEEDORCHARD,CA,Placer,17244456,2022/06/01,03:33:00+00,72.28,5.0,285.0,61.0,36.0,37.0
41.54361,-124.05083,KLAMATH,CA,Del Norte,19703046,2022/08/31,13:07:00+00,29.58,1.0,136.0,55.0,99.0,0.0
48.12028,-90.83861,SEAGULL,MN,Cook,17078317,2022/08/31,13:05:00+00,23.04,5.0,330.0,61.0,74.0,134.0
45.56992,-107.43622,LITTLE BIGHORN,MT,Big Horn,17114666,2022/08/31,12:59:59+00,10.46,6.0,127.0,57.0,55.0,7.0
19.83709,-155.61288,AHUMOA,HI,Hawaii,17560090,2022/03/31,12:36:00+00,3.69,6.0,74.0,47.0,90.0,0.0
43.61972,-114.90035,FLECK SUMMIT,ID,Camas,16991292,2022/06/27,04:39:00+00,23.67,1.0,108.0,65.0,30.0,0.0
42.105,-122.27897,PARKER MOUNTAIN,OR,Jackson,17008700,2022/07/18,18:41:00+00,6.29,0.0,67.0,78.0,34.0,935.0
43.565,-116.20806,HYDROMET TEST 2,ID,Ada,19758853,2022/05/02,23:15:00+00,2.95,11.0,310.0,47.0,88.0,188.0
30.41853,-81.92697,JAX DISTRICT,FL,Duval,19784454,2022/08/31,13:31:00+00,33.7,2.0,208.0,80.0,93.0,46.0
66.60667,-159.09139,SELAWIK,AK,Northwest Arctic,16895266,2022/07/06,18:49:59+00,1.24,3.0,76.0,64.0,68.0,260.0
43.71481,-110.71344,GRAND TETON,WY,Teton,16912437,2022/06/26,03:59:00+00,5.67,4.0,335.0,47.0,51.0,2.0
34.13624,-118.606,TOPANGA,CA,Los Angeles,17570083,2022/08/31,12:58:00+00,11.96,6.0,308.0,83.0,22.0,0.0
46.39722,-94.13028,BRAINERD,MN,Crow Wing,17134121,2022/08/31,13:07:00+00,18.86,3.0,208.0,63.0,87.0,112.0
34.60866,-84.13086,CAMP MERRILL,GA,Lumpkin,17068337,2022/03/15,13:05:00+00,5.87,2.0,67.0,35.0,78.0,18.0
35.23233,-114.38194,UNION PASS,AZ,Mohave,16791857,2022/08/31,12:53:00+00,3.88,3.0,322.0,86.0,20.0,0.0
47.93886,-123.06919,COUGAR MOUNTAIN,WA,Clallam,16984883,2022/08/31,13:12:59+00,15.27,5.0,129.0,66.0,51.0,0.0
39.38075,-121.38623,BANGOR,CA,Butte,17090094,2022/08/31,12:51:00+00,26.13,0.0,273.0,66.0,60.0,0.0
48.72633,-116.29199,BONNERS FERRY,ID,Boundary,17039670,2022/06/28,06:08:00+00,11.45,1.0,335.0,64.0,69.0,0.0
38.63343,-112.06065,SIGNAL PEAK,UT,Sevier,16945462,2022/05/17,13:08:00+00,3.31,7.0,175.0,53.0,28.0,8.0
32.95722,-87.17056,OAKMULGEE,AL,Bibb,17043226,2022/08/10,13:27:00+00,11.7,1.0,209.0,75.0,92.0,74.0
36.36139,-78.09935,WARRENTON,NC,Warren,17348647,2022/03/15,13:17:00+00,9.65,4.0,237.0,48.0,61.0,214.0
41.82991,-120.86338,BLUE MOUNTAIN,CA,Modoc,16917329,2022/07/07,14:28:00+00,5.94,4.0,199.0,55.0,62.0,185.0
41.00633,-121.98443,OAK MOUNTAIN,CA,Shasta,16964918,2022/03/15,13:27:00+00,32.32,0.0,227.0,44.0,99.0,0.0
46.7181,-115.26083,KELLY,ID,Clearwater,16915530,2022/03/15,13:11:00+00,83.49,0.0,297.0,33.0,100.0,0.0
46.54069,-112.85533,GRACE,ID,Caribou,16822331,2022/03/15,12:33:59+00,1.15,5.0,188.0,31.0,66.0,0.0
37.85472,-109.83889,NORTH LONG POINT,UT,San Juan,16945714,2022/06/21,23:39:00+00,0.11,5.0,37.0,73.0,11.0,747.0
32.92549,-118.54198,EEL POINT,CA,San Diego,17557776,2022/08/31,12:43:00+00,1.23,0.0,0.0,-40.0,100.0,0.0
48.64806,-102.40639,LOSTWOOD,ND,Burke,17174050,2022/05/06,01:57:00+00,1.17,8.0,132.0,63.0,42.0,32.0
40.30587,-120.90332,WESTWOOD,CA,Lassen,17105192,2022/06/24,01:56:00+00,14.64,9.0,254.0,74.0,22.0,386.0
35.37132,-88.82893,CHICKASAW SF,TN,Hardeman,17396520,2022/03/15,13:07:00+00,19.61,0.0,55.0,51.0,52.0,13.0
40.44192,-120.62694,HIDDEN VALLEY,CA,Lassen,16813396,2022/03/15,13:12:00+00,8.94,9.0,255.0,48.0,44.0,211.0
39.86136,-112.24356,MUD SPRING,UT,Juab,16866609,2022/03/15,12:36:59+00,0.25,8.0,244.0,32.0,72.0,0.0
44.32611,-117.16944,CATFISH,ID,Washington,16816687,2022/05/02,22:52:00+00,5.42,22.0,304.0,40.0,85.0,419.0
26.17167,-81.47889,PANTHER WEST,FL,Collier,17494815,2022/08/31,13:12:00+00,48.36,2.0,127.0,83.0,93.0,213.0
47.65733,-92.61167,SUPERIOR QD #2,MN,St. Louis,17151823,2022/08/31,12:39:00+00,15.88,1.0,185.0,60.0,91.0,19.0
34.38419,-116.524,MEANS LAKE,CA,San Bernardino,16817975,2022/03/15,13:27:00+00,0.41,0.0,90.0,44.0,33.0,0.0
65.01933,-148.58333,CHATANIKA,AK,Fairbanks North Star,17004840,2022/05/23,18:52:00+00,1.61,8.0,344.0,47.0,43.0,546.0
42.89894,-111.83325,POLE CANYON,ID,Caribou,16821557,2022/05/02,22:47:00+00,1.96,13.0,207.0,52.0,39.0,514.0
45.03958,-121.67354,MT. WILSON,OR,Wasco,16781624,2022/08/31,12:33:59+00,26.05,2.0,3.0,63.0,52.0,0.0
35.803,-82.6504,7 MILE RIDGE,NC,Madison,17426730,2022/03/15,12:36:59+00,8.09,0.0,41.0,38.0,69.0,21.0
35.53586,-118.14033,BIRD SPRINGS PASS,CA,San Bernardino,16801104,2022/08/31,13:27:00+00,1.91,10.0,303.0,73.0,27.0,1.0
36.97658,-107.62892,ALBINO CANYON,NM,San Juan,16835124,2022/05/02,23:26:00+00,2.5,9.0,233.0,66.0,13.0,600.0
32.60092,-116.84103,OTAY MOUNTAIN,CA,San Diego,17227333,2022/05/05,01:14:00+00,16.46,6.0,342.0,73.0,17.0,356.0
39.29917,-78.64944,NATHANIEL MOUNTAIN,WV,Hampshire,17467162,2022/03/15,13:15:59+00,3.96,1.0,292.0,45.0,64.0,170.0
40.79281,-105.57236,REDFEATHER,CO,Larimer,16927280,2022/07/28,15:24:00+00,7.77,3.0,144.0,59.0,77.0,224.0
34.34417,-87.3375,BANKHEAD,AL,Lawrence,17043491,2022/03/15,12:36:59+00,15.66,3.0,81.0,50.0,59.0,12.0
48.93528,-118.29722,OWL MOUNTAIN,WA,Ferry,16970026,2022/07/20,11:56:00+00,13.56,2.0,7.0,61.0,55.0,0.0
64.42556,-158.10583,KAIYUH,AK,Yukon-Koyukuk,17119776,2022/05/23,19:21:00+00,0.03,7.0,43.0,65.0,28.0,609.0
35.25111,-118.60028,HART FLAT,CA,Kern,17519120,2022/08/20,00:13:00+00,0.21,16.0,263.0,93.0,16.0,545.0
46.1975,-90.97,CLAM LAKE,WI,Ashland,17331742,2022/04/09,22:02:00+00,4.52,3.0,34.0,53.0,15.0,531.0
34.80574,-83.71261,BRASSTOWN,GA,Towns,17240619,2022/03/15,13:05:59+00,18.38,0.0,164.0,46.0,92.0,42.0
34.37167,-118.84083,WILEY RIDGE,CA,Ventura,17376809,2022/08/31,12:49:59+00,0.0,12.0,92.0,81.0,29.0,0.0
41.33267,-120.47281,JUNIPER CREEK,CA,Modoc,16804150,2022/05/05,00:53:00+00,6.61,9.0,171.0,77.0,100.0,458.0
40.83595,-76.54469,BEAR GAP,PA,Northumberland,17527070,2022/04/07,20:08:00+00,9.83,3.0,22.0,47.0,96.0,68.0
37.31466,-119.0393,HIGH SIERRA,CA,Fresno,17257781,2022/04/27,17:51:59+00,12.88,5.0,20.0,56.0,34.0,806.0
40.995,-93.47639,STEPHENS STATE FOREST,IA,Lucas,17485599,2022/04/19,10:07:00+00,5.08,2.0,39.0,27.0,75.0,0.0
42.0688,-112.19058,FLINT CREEK,ID,Oneida,16943403,2022/04/27,09:10:00+00,2.94,1.0,223.0,46.0,55.0,0.0
36.56924,-115.09051,WAMP SPRINGS,NV,Clark,17323549,2022/06/24,02:29:59+00,0.3,15.0,223.0,75.0,23.0,77.0
36.13472,-115.43,RED ROCK,NV,Clark,16846642,2022/05/02,22:34:00+00,0.25,14.0,237.0,79.0,11.0,940.0
40.28477,-109.86183,FORT DUCHESNE,UT,Uintah,17341475,2022/08/31,13:31:59+00,2.98,3.0,17.0,58.0,49.0,18.0
36.79361,-112.0425,FOUR SPRINGS,AZ,Coconino,16814127,2022/03/15,13:18:59+00,0.27,4.0,199.0,34.0,37.0,0.0
41.365,-74.02667,USMA,NY,Orange,17540124,2022/04/28,18:56:00+00,8.88,10.0,337.0,53.0,15.0,913.0
42.43722,-108.94556,ANDERSON RIDGE,WY,Sweetwater,16875572,2022/05/05,00:51:00+00,1.31,1.0,183.0,39.0,93.0,80.0
43.56281,-120.23617,BROWNS WELL,OR,Lake,16857905,2022/08/31,12:49:00+00,2.15,4.0,218.0,54.0,53.0,0.0
63.38295,-158.82373,INNOKO FLATS,AK,Yukon-Koyukuk,16785701,2022/05/02,23:12:00+00,0.81,2.0,34.0,55.0,33.0,392.0
28.30442,-96.82344,ARANSAS,TX,Aransas,17009202,2022/03/15,12:59:59+00,3.63,4.0,305.0,55.0,79.0,7.0
35.36828,-117.57044,SQUAW SPRINGS,CA,San Bernardino,16800044,2022/03/15,12:51:00+00,3.25,3.0,107.0,50.0,28.0,0.0
42.30806,-114.31806,TRAIL GULCH,ID,Twin Falls,16948272,2022/03/15,12:46:00+00,10.68,35.0,197.0,46.0,36.0,0.0
42.685,-122.39028,ZIM,OR,Jackson,16987437,2022/08/31,12:40:00+00,18.95,2.0,237.0,67.0,45.0,0.0
35.30298,-120.67874,SAN LUIS OBISPO,CA,San Luis Obispo,17096743,2022/03/15,12:54:00+00,12.33,4.0,330.0,47.0,100.0,0.0
43.24278,-121.35306,TIMOTHY,OR,Klamath,16972841,2022/06/23,01:09:00+00,5.39,4.0,309.0,76.0,28.0,551.0
43.56528,-116.20861,DEPOT TEST BLDG RIGHT,ID,Ada,17400874,2022/04/11,18:04:00+00,18.71,3.0,288.0,39.0,92.0,60.0
39.70233,-123.48491,LAYTONVILLE,CA,Mendocino,17270573,2022/08/31,13:28:59+00,45.62,0.0,189.0,50.0,89.0,0.0
34.37915,-117.68771,BIG PINES,CA,Los Angeles,17336359,2022/08/01,21:54:00+00,13.22,2.0,273.0,75.0,53.0,487.0
42.69056,-115.19528,TWIN BUTTES,ID,Owyhee,16817720,2022/05/02,22:55:00+00,6.44,33.0,294.0,53.0,59.0,289.0
35.18523,-120.08499,BRANCH MOUNTAIN,CA,San Luis Obispo,16959282,2022/03/15,12:36:00+00,10.13,12.0,35.0,52.0,30.0,0.0
44.12917,-84.12278,ALGER,MI,Arenac,17421090,2022/03/15,13:01:00+00,0.0,2.0,99.0,30.0,89.0,19.0
61.73372,-148.81775,LITTLE GRANITE CREEK,AK,Anchorage,17483554,2022/05/05,00:57:00+00,0.15,1.0,76.0,43.0,84.0,171.0
38.695,-83.19694,SHAWNEE,OH,Scioto,17366555,2022/08/31,12:45:00+00,41.3,1.0,193.0,62.0,91.0,31.0
38.03425,-113.52175,JENSEN SPRING,UT,Iron,16864054,2022/08/31,12:46:00+00,7.43,6.0,16.0,67.0,31.0,0.0
40.62333,-120.47778,HORSE LAKE,CA,Lassen,16803638,2022/08/31,12:40:00+00,0.23,10.0,161.0,86.0,21.0,772.0
42.35167,-116.69194,BRACE FLAT,ID,Owyhee,16816430,2022/08/11,16:56:00+00,9.93,4.0,197.0,79.0,50.0,618.0
43.24278,-121.35306,TIMOTHY,OR,Klamath,16972842,2022/08/31,13:09:00+00,6.2,0.0,158.0,59.0,36.0,0.0
36.62694,-90.82389,DONIPHAN,MO,Ripley,17068844,2022/03/15,12:53:00+00,11.06,4.0,14.0,47.0,95.0,7.0
40.54361,-110.32944,YELLOWSTONE DRAINAGE,UT,Duchesne,16940863,2022/07/07,14:13:00+00,8.92,8.0,36.0,62.0,49.0,230.0
65.42361,-148.72167,LIVENGOOD,AK,Yukon-Koyukuk,17151257,2022/05/23,19:18:59+00,0.77,11.0,2.0,51.0,37.0,643.0
42.43722,-108.94556,ANDERSON RIDGE,WY,Sweetwater,16875573,2022/08/15,18:51:00+00,3.5,6.0,201.0,69.0,48.0,468.0
38.33194,-107.08889,HUNTSMAN MESA,CO,Gunnison,16809515,2022/05/02,22:47:59+00,1.76,3.0,349.0,55.0,30.0,743.0
42.7,-75.5,SHERBURNE,NY,Chenango,17390879,2022/08/31,13:08:00+00,24.0,3.0,211.0,68.0,75.0,319.0
37.50139,-91.25944,SINKIN,MO,Dent,17069100,2022/03/15,13:10:00+00,10.41,2.0,107.0,47.0,82.0,26.0
38.76917,-84.60194,CRITTENDEN,KY,Grant,17361186,2022/08/31,12:57:00+00,38.14,2.0,287.0,67.0,87.0,206.0
31.9961,-104.83375,DOG CANYON,TX,Culberson,17572628,2022/03/15,12:54:00+00,0.36,6.0,188.0,36.0,42.0,0.0
35.53586,-118.14033,BIRD SPRINGS PASS,CA,San Bernardino,16801102,2022/03/15,13:27:00+00,0.0,24.0,304.0,43.0,37.0,0.0
42.69729,-96.57583,LOESS HILLS TNC BROKEN,IA,Plymouth,17424927,2022/05/01,22:12:00+00,2.32,12.0,324.0,51.0,64.0,378.0
36.69908,-113.20731,HURRICANE,AZ,Mohave,16789811,2022/05/02,22:34:00+00,0.57,21.0,231.0,73.0,8.0,808.0
40.56917,-122.50306,MULE MOUNTAIN,CA,Shasta,17116983,2022/06/06,22:01:00+00,27.11,4.0,346.0,83.0,34.0,912.0
37.40715,-119.34585,MINARETS,CA,Madera,17472567,2022/03/15,12:59:59+00,17.77,1.0,300.0,45.0,55.0,0.0
34.18111,-110.78917,RED LAKE,AZ,Gila,17422372,2022/08/31,12:59:59+00,15.9,0.0,50.0,51.0,92.0,0.0
36.475,-84.65417,BISO-NP,TN,Scott,17246243,2022/08/31,12:54:00+00,39.17,0.0,213.0,62.0,98.0,149.0
34.94167,-111.75167,OAK CREEK,AZ,Coconino,16933670,2022/04/21,12:03:00+00,3.29,1.0,331.0,43.0,56.0,0.0
37.13683,-119.26169,SHAVER,CA,Fresno,17103406,2022/06/24,01:56:00+00,22.9,2.0,314.0,59.0,92.0,168.0
39.80742,-122.94511,MENDOCINO PASS,CA,Mendocino,17209639,2022/05/04,00:04:59+00,5.77,5.0,309.0,65.0,32.0,698.0
43.92139,-119.59639,ALLISON,OR,Harney,16980530,2022/03/15,12:35:00+00,1.98,1.0,228.0,36.0,93.0,0.0
41.07417,-106.13111,SAWMILL PARK,WY,Albany,16925234,2022/08/31,12:52:00+00,6.05,1.0,284.0,34.0,77.0,3.0
64.38583,-147.69528,BLAIR LAKES,AK,Fairbanks North Star,17562642,2022/05/04,00:30:00+00,0.02,5.0,65.0,54.0,33.0,516.0
34.11,-112.3,HUMBUG CREEK,AZ,Yavapai,16793133,2022/08/31,12:48:00+00,7.28,5.0,45.0,73.0,44.0,0.0
40.11244,-113.87636,CLIFTON FLAT,UT,Tooele,17426471,2022/08/31,12:43:59+00,6.43,7.0,312.0,73.0,21.0,0.0
47.4175,-117.52833,CHENEY,WA,Spokane,17343524,2022/03/28,10:28:59+00,5.03,1.0,111.0,36.0,100.0,0.0
44.76115,-86.05864,BEAR,MI,Leelanau,17200411,2022/03/15,13:09:00+00,2.48,3.0,63.0,28.0,99.0,22.0
39.23806,-108.38311,PINE RIDGE,CO,Mesa,16807981,2022/05/02,22:34:59+00,2.15,10.0,252.0,61.0,33.0,699.0
42.89894,-111.83325,POLE CANYON,ID,Caribou,16821559,2022/05/13,19:47:00+00,2.38,22.0,269.0,43.0,52.0,396.0
45.05486,-105.94842,BRADSHAW CREEK,MT,Powder River,16831792,2022/05/02,23:25:00+00,2.74,10.0,146.0,53.0,56.0,207.0
64.06361,-141.92611,CHICKEN,AK,Southeast Fairbanks,16787486,2022/07/07,14:21:00+00,2.15,0.0,138.0,56.0,98.0,71.0
39.35262,-123.60158,MCGUIRES,CA,Mendocino,17099829,2022/06/24,01:50:00+00,39.56,0.0,279.0,78.0,44.0,46.0
45.73972,-92.79556,LIND,WI,Burnett,17452322,2022/08/31,13:07:00+00,20.88,2.0,152.0,61.0,88.0,144.0
32.88203,-109.30928,GUTHRIE,AZ,Greenlee,16795176,2022/05/02,23:03:59+00,0.88,10.0,245.0,75.0,12.0,761.0
36.91806,-112.19972,BUCKSKIN MTN,AZ,Coconino,16790828,2022/03/15,12:33:59+00,1.25,3.0,144.0,32.0,50.0,0.0
48.025,-120.24139,CAMP 4,WA,Chelan,16996925,2022/06/08,10:26:00+00,6.16,1.0,307.0,55.0,59.0,0.0
67.74608,-144.17089,HELMUT MTN.,AK,Yukon-Koyukuk,16786979,2022/05/23,19:18:59+00,0.4,10.0,84.0,31.0,52.0,578.0
38.23389,-91.15,SULLIVAN,MO,Franklin,17070116,2022/05/25,00:01:00+00,22.21,6.0,135.0,64.0,84.0,56.0
37.43742,-119.64558,SNF04 PORTABLE,CA,Madera,16967035,2022/03/23,14:45:00+00,2.06,3.0,8.0,53.0,49.0,30.0
43.93958,-115.91153,TOWN CREEK,ID,Boise,16941364,2022/07/07,14:19:59+00,12.38,1.0,143.0,53.0,89.0,50.0
33.94753,-117.82219,TONNER CANYON,CA,Los Angeles,17488170,2022/03/15,12:57:00+00,8.96,6.0,68.0,59.0,67.0,0.0
39.60933,-110.28997,BRUIN POINT,UT,Carbon,16865097,2022/05/05,00:41:00+00,4.14,1.0,102.0,38.0,53.0,134.0
66.09333,-152.17,KANUTI NWR,AK,Yukon-Koyukuk,16896289,2022/07/07,14:21:00+00,1.29,3.0,280.0,52.0,98.0,80.0
25.39028,-80.68028,CACHE,FL,Miami-Dade,17222710,2022/08/31,13:24:00+00,46.6,3.0,85.0,88.0,70.0,338.0
48.89781,-115.05836,EUREKA,MT,Lincoln,17022762,2022/08/31,13:15:59+00,8.86,2.0,86.0,49.0,83.0,3.0
46.7181,-115.26083,KELLY,ID,Clearwater,16915532,2022/08/31,13:11:00+00,12.69,1.0,152.0,52.0,74.0,1.0
34.44556,-117.85111,VALYERMO,CA,Los Angeles,17336099,2022/07/07,13:54:00+00,6.36,1.0,43.0,65.0,33.0,85.0
43.10054,-118.49992,RIDDLE MTN.,OR,Harney,16852020,2022/05/05,00:43:00+00,3.33,2.0,133.0,65.0,35.0,487.0
43.63831,-123.32694,MT. YONCALLA,OR,Douglas,16859719,2022/05/05,00:58:00+00,32.08,3.0,256.0,70.0,52.0,372.0
38.96111,-105.40778,PSF4 PORTABLE,CO,Park,17277746,2022/07/16,20:56:00+00,6.9,3.0,265.0,84.0,21.0,781.0
43.88056,-102.23778,PINNACLES,SD,Pennington,17123623,2022/03/15,13:21:00+00,0.09,15.0,189.0,35.0,67.0,4.0
