FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Oak Shores VFD,Nocona,141 west court,Montague,33.8775,-97.641333
Oakhurst Volunteer Fire Department,Oakhurst,990 State Hwy 190,San Jacinto,30.740067,-95.321717
Oakland VFD,Oakland,1022 Washington St,Colorado,29.601663,-96.831336
Oakridge VFD,Weimar,1904 Oakridge Road,Colorado,29.575126,-96.678645
Odell Volunteer Fire Department,Odell,15535 HWY 91,Wilbarger,34.3453,-99.4179
Odem VFD,Odem,514 Voss,San Patricio,27.950117,-97.583983
Odessa Fire Rescue,Odessa,1100 W. 2nd  St,Ector,31.8405,-102.3789
O'Donnell Volunteer Fire Department,O'Donnell,617 8th street,Lynn,32.963426,-101.829017
Ogburn Fire Rescue Dept.,Winnsboro,6308 FM 2088,Wood,32.836859,-95.243373
Oglesby VFD,Oglesby,100 Main,Coryell,31.418827,-97.507265
Old Ocean Fire Dept.,Sweeny,7657 FM 524,Brazoria,29.079967,-95.749753
Old River  Station 61,Baytown ,4822 N FM 565 Rd,Chambers,29.879786,-94.8203
Olden Vol. Fire Dept.,Olden,450 FM 3363,Eastland,32.4194,-98.75137
Olney Volunteer Fire Dept.,Olney,100 E. HAMILTON,Young,33.3694,-98.7537
Olton Volunteer Fire and Rescue,Olton,205 N 168,Lamb,34.188475,-102.136581
Omaha VFD,Omaha,305 White Oak Ave.,Morris,33.184,-94.7345
Onalaska VFD,Onalaska,181 Old Groveton Rd S,Polk,30.81335,-95.11124
Oplin Volunteer Fire Department,Clyde,18936 FM 604 S,Callahan,32.422655,-99.507841
Orange County ESD #1 Vidor,Vidor,2351 Hwy 12,Orange,30.125833,-94.012222
Orange County ESD #2,Bridge City,330 Bland Dr.,Orange,30.026753,-93.834421
Orange County ESD #3,Orange,8465 North Highway 87,Orange,30.17662,-93.75777
Orange County ESD #4,Orange,station 2,Orange,30.121667,-93.819722
Orange Grove VFD,Orange Grove,211 S. Eugenia Street,Jim Wells,27.9561,-97.9394
Orchard VFD,Orchard,9821 Galveston St,Fort Bend,29.6024,-95.9693
Ore City VFD,Ore City,102 South Dogwood,Upshur,32.798254,-94.718147
Ottine Volunteer Fire Department,Gonzales,74 Park Road 11 N,Gonzales,29.6,-97.58
Overton VFD,Overton,202 E Main St,Rusk,32.27522,-94.97611
Ovilla Fire Department,Ovilla,105 S. Cockrell Hill RD #1,Ellis,32.527778,-96.889167
Oyster Creek Community VFD,Oyster Creek,3210 FM 523,Brazoria,29.0036,-95.3285
Paducah Fire Department,Paducah,701 Easly street,Cottle,34.0123,-100.2999
Paint Creek VFD,Haskell,1176 Green Camp Rd,Haskell,33.159722,-99.718155
Paint Rock Volunteer Fire Department,Paint Rock,269 Truh Hart,Concho,31.51002,-99.922295
Paisano VFD,Campbellton,305 St. Francis Ave,Atascosa,28.742528,-98.299
Palacios VFD,Palacios,410 Commerce St.,Matagorda,28.7006,-96.2155
Palestine FD,Palestine,Station 1,Anderson,31.76443,-95.628
Palestine SouthSide VFD,Palestine,2769 FM 322,Anderson,31.72562,-95.62595
Palisades VFD,Amarillo,114 BRENTWOOD DRIVE,Randall,35.0628,-101.81005
Palmer VFD,Palmer,165 Sherman St,Ellis,32.44,-96.670556
Palmview Fire Department ,Palmview,400 W. Veterans Blvd.,Hidalgo,26.237,-98.3735
Palo Pinto Volunteer Fire Dept,Palo Pinto,620 Oak Street,Palo Pinto,32.7673,-98.3
Pampa Fire Department,Pampa,203 W. Foster St.,Gray,35.534975,-100.962642
Panhandle Fire Department,Panhandle,209 W. BROADWAY,Carson,35.34163,-101.38078
Pantego Fire-EMS,Pantego,1614 S. Bowen RD.,Tarrant,32.7179,-97.1495
Pantex Fire Department,Panhandle ,955 FM 2373,Carson,35.32,-101.56
Papalote VFD,Sinton,134 CR 629,Bee,28.17346,-97.600304
Paradise Volunteer Fire Dept. Inc,Paradise,303 Main St.,Wise,33.149174,-97.687862
Paris Fire Department,Paris,1444 North Main St,Lamar,33.675142,-95.555869
Parker Fire Department,Parker,5700 E. Parker Road,Collin,33.055251,-96.62147
Pasadena VFD,Pasadena,923 Shaw Ave,Harris,29.7134,-95.2021
Pattison Area Vol Fire Dept,Pattison,2950 Fm 359 North,Waller,29.8213,-95.9844
Pattonville Volunteer Fire Dept.,Pattonville,8869 S. Hwy 196,Lamar,33.577597,-95.392941
Pawnee VFD,Pawnee,14430 Hwy 72,Bee,28.650721,-98.001629
Payne Springs VFD,Payne Springs,12650 HWY 198 S,Henderson,32.291296,-96.109655
Pearland Fire Department,Pearland,2703 Veterans Drive,Brazoria,29.558,-95.289
Pearsall VFD,Peasall,320 South Oak Street,Frio,28.889406,-99.095805
Peaster Volunteer Fire Department Inc,Weatherford,221 Judd St.,Parker,32.871451,-97.866241
Pecan Creek VFD,San Angelo,12076 Pecan Creek Lane,Tom Green,31.3173,-100.4493
Pecan Gap VFD,Pecan Gap,110 3rd Street,Delta,33.437683,-95.846883
Pecan Grove,Richmond,727 Pitts Road,Fort Bend,29.596692,-95.733947
Pecan Plantation,Granbury,9518 Monticello Rd.,Hood,32.356243,-97.662871
Pecos Volunteer Fire Dept.,Pecos,110 EAST 3rd STREET,Reeves,31.423024,-103.493475
Pedernales,Spicewood,801 Bee Creek Road,Travis,30.4063,-98.0584
Pendleton Harbor VFD,HEMPHILL,4405 PALO GAUCHO XING,Sabine,31.426438,-93.78035
Penelope Vol. Fire Dept.,Penelope,121 E. COMMERCE STREET,Hill,31.860036,-96.926558
Penitas Fire Department,Penitas,1111 South Main Street ,Hidalgo,26.2305,-98.4449
Pennington VFD,Pennington,FM 358 west,Trinity,31.1913,-95.2351
Peoria VFD,Hillsboro,141 HCR  1313,Hill,31.9811,-97.2216
Perrin VFD,Perrin,135 W. Hackley Street,Jack,33.0339,-98.0713
Perryton Fire Department,Perryton,17 S.E. 2nd Ave.,Ochiltree,36.3987,-100.8018
Perryville Volunteer Fire Dept.,Winnsboro,8116 E. FM 852,Wood,32.956531,-95.287238
Petersburg Volunteer Fire Department,Petersburg,1501 Main Street,Hale,33.871055,-101.59772
Petrolia VFD,Petrolia,124 S. Central,Clay,34.0123,-98.2321
Pettus-Tuleta Volunteer Fire Department,Pettus,104 South Bee St.,Bee,28.6195,-97.7965
Pflugerville FD,Pflugerville,203 E. Pecan St.,Travis,30.4387,-97.6197
Pharr Fire Department ,Pharr,"118 S. Cage Blvd., 3rd Floor",Hidalgo,26.193881,-98.184831
Pickton Pine Forest VFD,Pickton,4264 FM 269,Hopkins,33.112778,-95.383333
Pilot Point Fire Department,Pilot Point,110 W. Division,Denton,33.394705,-96.9606
Pine Creek VFD,Bagwell,1130 County Road 2244,Red River,33.820383,-95.189167
Pinehurst Fire & Rescue,Orange,2947 Martin Luther King Jr. Dr.,Orange,30.113365,-93.780274
Pineland Volunteer Fire Dept.,Pineland,205 S. temple  ave,Sabine,31.248558,-93.973027
Pipe Creek VFD,Pipe Creek,1331 FM 1283,Bandera,29.706785,-98.941734
Pittsburg FD,Pittsburg,514 South Greer Blvd.,Camp,32.988334,-94.965173
Placedo VFD,Placedo,284  SOUTH WILLIAMS STREET,Victoria,28.692333,-96.827833
Placid VFD,Placid,206 Front Street,McCulloch,31.321628,-99.156491
Plains Volunteer Fire Department,Plains,1104 Ave G,Yoakum,33.188833,-102.827833
Plainview Fire/EMS,Plainview,911 Quincy,Hale,34.189334,-101.724601
Plano Fire-Rescue,Plano,1901 Ave. K,Collin,33.0261,-96.7002
Plantersville-Stoneham VFD,Plantersville,15985 F.M. 1774,Grimes,30.33215,-95.860809
Pleak Volunteer Fire Department,Richmond,6621 FM 2218,Fort Bend,29.4891,-95.8066
Pleasant Grove,Texarkana,3123 FM 559,Bowie,33.506192,-94.118571
Pleasant Grove VFD,Big Sandy,10208 FM 1002 SOUTH,Upshur,32.638889,-95.114444
Pleasanton Fire Department,Pleasanton,316 Airport Road,Atascosa,28.959916,-98.485596
"Plum Grove Volunteer Fire Department, Inc.",Cleveland,7733 FM 1010,Liberty,30.2162,-95.0952
Point Blank VFD,Point Blank,30 Cove Dr,San Jacinto,30.7455,-95.214
Point Comfort,Point Comfort,106 Jones,Calhoun,28.68789,-96.552972
Point VFD,Point,143 Locust St.,Rains,32.93091,-95.87068
Ponder VFD,Ponder,102 East Bailey,Denton,33.183083,-97.285933
Ponderosa FD,Houston,17061 Rolling Creek,Harris,30.013788,-95.454056
Pontotoc VFD,Pontotoc,17659 College ST,Mason,30.90936,-98.977724
Poolville Volunteer Fire Department Inc,Poolville,16140 FM 920,Parker,32.973833,-97.85783
Port Alto-Olivia VFD & EMS,Port Lavaca,61 CR 318,Calhoun,28.676531,-96.451994
Port Aransas VFD,Port Aransas,202 E Avenue C,Nueces,27.830156,-97.063581
Port Arthur Fire Dept.,Port Arthur,300 Waco Ave,Jefferson,29.872,-93.9333
Port Bolivar VFD,Port Bolivar,1806 Broadway St,Galveston,29.3821,-94.7604
Port Isabel Vol. Fire Department,Port Isabel,204 S Musina St,Cameron,26.0743,-97.2097
Port Lavaca,Port Lavaca,1501 W. Austin,Calhoun,28.603398,-96.634436
Port Mansfield Volunteer Fire Department,"Port Mansfield,Tx",1101 Mansfield,Willacy,26.5504,-97.4351
Port Neches,Port Neches,606 Magnolia Drive,Jefferson,29.991667,-93.955556
Port OConnor VFD,Port OConnor,Adams Street,Calhoun,28.44292,-96.418344
Porter Fire,Porter,23550 LOOP 494,Montgomery,30.1057,-95.2293
Porter Springs Community Volunteer Fire Dept.,Crockett,3672 FM 132,Houston,31.317681,-95.457044
Portland FD,Portland,595 Buddy Ganem,San Patricio,27.89777,-97.308249
Possum Kingdom VFD,Graford,358 N FM 2353,Palo Pinto,32.917,-98.4332
Possum Kingdom Westside VFD,Graham,4809 Green Acres Rd,Palo Pinto,32.8968,-98.5417
Post Oak VFD,Ledbetter,4912 FM 180,Lee,30.260569,-96.716387
Post Volunteer Fire Department,Post,202 S Avenue H,Garza,33.189159,-101.375513
Poteet VFD,Poteet,530 Avenue H,Atascosa,29.0375,-98.5728
Poth VFD,Poth,111 Railroad street,Wilson,29.080095,-98.090589
Potosi VFD,Abilene,1622 Key Lane,Taylor,32.3216,-99.7089
Potter County Fire-Rescue,Amarillo,2301 E. WILLOW CREEK,Potter,35.28029,-101.81078
Pottsboro Fire Department,Pottsboro,401 Franklin,Grayson,33.755398,-96.670832
Pottsville VFD,Pottsville,12060 FM 218,Hamilton,31.673434,-98.324402
Powderly Vol. Fire Dept.,Powderly,100 CR 44112,Lamar,33.814367,-95.5223
Powell Town VFD,Broaddus,22019 FM 705,San Augustine,31.124797,-94.089657
Poynor Volunteer Fire Department,Poynor,12161 FM 315 SOUTH,Henderson,32.07706,-95.5957
Prairie Hill - Rocky Hill VFD,Brenham,7559 FM 50,Washington,30.28084,-96.357217
Prairie Hill VFD,PRAIRIE HILL,5335 West FM 73,Limestone,31.651833,-96.796167
Prairie View VFD,Prairie View,502 Ellen Powell Dr.,Waller,30.0759,-96.0027
Premont VFD,Premont,231 West Main Street,Jim Wells,27.36823,-98.125169
Presidio Vol Fire Dept.,Presidio,507 Oriely,Presidio,29.560597,-104.374835
Preston Vol. Emergency Services,Pottsboro,14691 HWY 120 NORTH,Grayson,33.847827,-96.678917
Priddy Vol. Fire Dept,Priddy,383 West 1st Street,Mills,31.675825,-98.512005
Princeton VFD,Princeton, 510 Woody Drive,Collin,33.180233,-96.495617
Pritchett VFD,Big Sandy,1118 FM 1404,Upshur,32.6612,-95.0166
Proctor Volunteer Fire Dept.,Proctor,1350 FM 1476,Comanche,31.986,-98.43
Progreso Volunteer Fire Department,Progreso,810 FM 1015,Hidalgo,26.1012,-97.9582
Promontory Park VFD,Comanche,7150 Hwy 2318,Comanche,31.993597,-98.49899
Prosper Fire Department,Prosper,1500 East First Street,Collin,33.232967,-96.781733
Punkin Center Vol. Dept.,Electra,4719 ST HWY 25 N,Wichita,34.0873,-98.9166
Punkin-Evergreen VFD,New Waverly,11 FM 2693,San Jacinto,30.54,-95.3
Purley VFD,Mt. Vernon,513 Hwy 900 West,Franklin,33.092567,-95.271
Pursley VFD,Purdon,9772 FM 709 So,Navarro,31.9329,-96.54179
Putnam Volunteer Fire Dept.,Putnam,901 RUSK AVE,Callahan,32.372112,-99.194094
Pyote VFD,Pyote,408 Pyote Ave.,Ward,31.536,-103.1268
Quail Creek VFD,Victoria,513 Chukar,Victoria,28.774726,-97.085831
Quail Valley VFD,San Angelo,8461 Rust Road,Tom Green,31.5637,-100.409167
Quail Volunteer Fire Department,Quail,4270 FM 1547,Collingsworth,34.91973,-100.39806
Quanah VFD,Quanah,109 KING STREET,Hardeman,34.29851,-99.7379
Quinlan VFD,Quinlan,108 N. EPPERSON,Hunt,32.910856,-96.135862
Quitaque VFD,Quitaque,222 East Main Street,Briscoe,34.366143,-101.058156
Quitman VFD,Quitman,403 E Goode St,Wood,32.796,-95.4484
Raisin VFD,Victoria,10842 U.S. HWY 59 S.,Victoria,28.726667,-97.145
Ralls Volunteer Fire Department,Ralls,912 Watts,Crosby,33.674903,-101.382874
Randall County Fire Dept,Amarillo,1111 E. Loop 335 South,Randall,35.1212,-101.8272
Randolph,Randolph,301 North Street,Fannin,33.4844,-96.2535
Ranger VFD,Ranger,500 Loop 254,Eastland,32.4721,-98.6715
Rankin Fire Dept.,Rankin,705 main street,Upton,31.222883,-101.939567
Ransom Canyon Volunteer Fire Department,Ransom Canyon,1 Ridge Road,Lubbock,33.535929,-101.684973
Ratcliff VFD,Kennard,114 Hwy 7 west,Houston,31.392,-95.1369
Ravenna VFD,Ravenna,104 SYCAMORE,Fannin,33.673516,-96.242588
Raymondville Vol.Fire Department,"Raymondville,Tx",547 West Hidalgo,Willacy,26.4817,-97.78755
Reagan County Fire/EMS,Big Lake,207  N. Plaza,Reagan,31.198,-101.4605
Reagan VFD,Reagan,113 CR 2904,Falls,31.21667,-96.78227
Reagan Wells Vol. Fire Dept.,Uvalde ,4676 Ranch Road 1051,Uvalde,29.201872,-99.782989
Red Oak Fire Rescue,Red Oak,547 N. Methodist,Ellis,32.5302,-96.8044
Red River Army Depot,Texarkana,100 James Carlo Dr,Bowie,33.4635,-94.3356
Red Springs,Tyler,16759 FM14,Smith,32.509983,-95.272202
Redhill VFD,Doulassville,7371Tx Hwy 8,Cass,33.1236,-94.3717
Redwater Vol. Fire Dept.,Redwater,125 Red River Rd.S.,Bowie,33.361624,-94.249198
Refugio VFD,Refugio,305 NORTH ALAMO,Refugio,28.309632,-97.274981
Reklaw VFD,Reklaw,508 Nacogdoches St.,Cherokee,31.8659,-94.989
Rendon Volunteer Fire Department,Burleson,12330 Rendon Rd,Tarrant,32.575714,-97.241698
Reno VFD,Reno,185 Bybee St.,Lamar,33.663024,-95.461794
Retreat VFD,Corsicana,100 S. Spikes Rd.,Navarro,32.0363,-96.47428
Rhea Hollene VFD,Friona,199 FM 2013,Parmer,34.726289,-103.007361
Rhome Fire Rescue,Rhome,261 N. School Rd ,Wise,33.05438,-97.476333
Rice VFD,Rice,205 E. Calhoun,Navarro,32.24363,-96.49774
Richards VFD,Richards,11136 FM 149 E,Grimes,30.537333,-95.840267
Richardson Fire Dept.,Richardson,300 N. Greenville Ave. ,Dallas,32.9504,-96.7287
Richland Hills FD,Richland Hills,3201 Diana Dr.,Tarrant,32.807475,-97.237705
Richland Springs VFD,Richland Springs,301 N. Carter,San Saba,31.2713,-98.9454
Richland VFD,Richland,101 West Main,Navarro,31.92654,-96.42889
Richmond FD,Richmond,200 Houston Street,Fort Bend,29.5814,-95.7596
Richwood VFD,Richwood,218 Halbert St.,Brazoria,29.0563,-95.4123
Riesel VFD,RIESEL,104 N Hedwig,McLennan,31.483056,-96.92
Ringgold Volunteer Fire Department,Ringgold,17810 N US Hwy 81,Montague,33.8131,-97.9367
Rio Bravo Fire Rescue,Rio Bravo,1224 PASEO DE NEVO,Webb,27.364967,-99.473717
Rio Grande City Fire Dept.,Rio Grande City,910 E Main Street,Starr,26.3772,-98.8121
Rio Hondo Vol.Fire Department ,Rio Hondo,121 N. Arroyo,Cameron,26.235687,-97.58352
Rio Vista Vol. Fire Dept.,Rio Vista,103 DEPOT ST.,Johnson,32.23355,-97.374567
Rising Star VFD,Rising Star,127 North Main,Eastland,32.0968,-98.9641
River Oaks VFD,River Oaks,4900 River Oaks Blvd,Tarrant,32.779283,-97.393433
Rivercrest/Redland VFD,LUFKIN,5352 hwy 59 N,Angelina,31.441024,-94.655667
River's End Fire Dept.,Brazoria,12070 F.M. 2918 Rd.,Brazoria,28.8744,-95.4606
Riverside VFD Inc,Huntsville,2360 FM980,Walker,30.8521,-95.4006
Roanoke Fire/Rescue,Roanoke,201 Fairway Dr,Denton,33.0066,-97.232149
Roaring Springs Volunteer Fire Department,Roaring Springs,211 Broadway,Motley,33.906319,-100.865392
Robert Lee VFD,Robert Lee,21 E. 10th St.,Coke,31.8952,-100.483517
Robinson Volunteer Fire Department,Robinson,204 South Strauss,McLennan,31.47008,-97.117726
Robstown FD,Robstown,516 E. Ave B,Nueces,27.7901,-97.663017
Roby VFD,Roby,305 W. South 1st,Fisher,32.744787,-100.377661
Rochelle VFD,Rochelle,5806 South East 5th,McCulloch,31.225043,-99.208943
Rochester VFD,Rochester,214 CAROTHERS AVENUE,Haskell,33.316,-99.8563
Rock Island VFD,Rock Island,2410 CR 106,Colorado,29.5294,-96.577083
Rockdale Vol. Fire Dept.,Rockdale,301 N. Wilcox,Milam,30.656993,-97.004475
Rockport VFD,Rockport,212 Gagon St,Aransas,28.024706,-97.056475
Rocksprings Edwards County VFD,Rocksprings,204 North Live Oak Street,Edwards,30.017258,-100.211425
Rockwall Fire Department,Rockwall,305 E. Boydstun Street,Rockwall,32.9247,-96.4584
Rocky Branch VFD,Daingerfield,4852 US Highway 259 North,Morris,33.108167,-94.6995
Rocky Creek VFD,Burton,9771 LONGPOINT RD,Washington,30.27921,-96.571003
Rocky Mound VFD,Pittsburg,FM 1521 & CR 2222,Camp,33.021833,-95.023683
Roganville,Jasper,7640 CR 425 ,Jasper,30.8024,-93.9015
Rogers VFD,Rogers,5 WEST MESQUITE,Bell,30.93194,-97.2267
Rolling Hills VFD,Hempstead,31601 FM 1736 Road,Waller,30.153111,-96.025217
Rolling Oaks,Wills Point,139 Van Zant CR 3832,Van Zandt,32.82869,-96.05352
Roma Vol. Fire Dept,Roma,901 E. Grant Street,Starr,26.401775,-98.999356
Roosevelt VFD,Lubbock,6601 E FM 40,Lubbock,33.5815,-101.674333
Rosalie VFD,Bogata,12843 FM 909,Red River,33.476917,-95.177405
Roscoe VFD,Roscoe,909 W Broadway St,Nolan,32.445281,-100.539462
Rosebud VFD,Rosebud,217 W. Ave. D,Falls,31.074625,-96.976958
Rosehill Fire Department,Tomball,19023 FM 2920,Harris,30.0806,-95.7177
Rosenberg Fire Department ,Rosenberg,4336 Hwy 36 South,Fort Bend,29.5181,-95.8083
Rosevine Volunteer Fire Department,Bronson,8075 Gravelhill Rd.,Sabine,31.4205,-93.975
Rosharon Volunteer Fire Dept.,Rosharon,16435 FM 521,Brazoria,29.349442,-95.460516
Ross VFD,Elm Mott,1586 Ross Rd.,McLennan,31.7179,-97.1201
Rosser Fire Dept.,Rosser,204 Main Street,Kaufman,32.463671,-96.451433
Rosston Volunteer Fire Dept,Rosston,89 PALMER STREET,Cooke,33.482905,-97.442036
Rossville VFD,Poteet,500 FM 2504,Atascosa,29.0851,-98.6852
Rotan VFD,Rotan,200 S. Garfield,Fisher,32.850277,-100.466993
Round Mountain VFD,Round Mountain,8480 US HWY 281 NORTH,Blanco,30.39,-98.36
Round Rock Fire Department,Round Rock,203 Commerce Blvd.,Williamson,30.531646,-97.68613
Round Top-Warrenton VFD,Round Top,208 N Live Oak,Fayette,30.0655,-96.69646
Rowena VFD,Rowena,501 Mary St.,Runnels,31.647222,-100.046111
Rowlett Fire Rescue,Rowlett,4701 Rowlett Rd.,Dallas,32.903,-96.5699
Roxton VFD,Roxton,101 North Pecan,Lamar,33.548611,-95.726556
Royse City Fire Department,Royse City,232 E. Main St.,Rockwall,32.9544,-96.3317
Rule VFD,Rule,609 Union Ave,Haskell,33.182796,-99.893612
Runaway Bay VFD,Runaway Bay,101 Runaway Bay Dr ,Wise,33.164628,-97.879444
Runge VFD,Runge,300 N. Helena Street,Karnes,28.882819,-97.712744
Rusk Volunteer Fire Dept.,Rusk,219 South Main,Cherokee,31.791933,-95.150483
Sabinal VFD,Sabinal,701 West US HWY 90,Uvalde,29.315636,-99.477216
Sabine Volunteer Fire Department,Gladewater,736 West Wilkin Rd ,Gregg,32.456048,-94.947951
Sachse FD,Sachse,3815 Sachse Road Building D,Dallas,32.975,-96.5856
Sacul VFD,Sacul,HWY 204 ( On Square),Nacogdoches,31.824833,-94.918833
Sadler VFD,Sadler,101 SOUTH MAIN STREET,Grayson,33.682183,-96.848151
Sagerton VFD,Sagerton,2462 Hwy. 283,Haskell,33.096637,-99.823344
Saginaw Fire Department,Saginaw,400 S.SAGINAW BLVD,Tarrant,32.854346,-97.361858
Saint Hedwig FD,Saint Hedwig,14229 FM 1346,Bexar,29.414565,-98.201811
Saint Jo Vol. Fire /EMS,Saint Jo,101 S Meigs,Montague,33.695333,-97.522167
Salado VFD,Salado,3520 FM 2484,Bell,30.9678,-97.5381
Salem VFD,Brenham,251 Salem RD,Washington,30.134047,-96.3998
Salineno Vol. Fire Dept,Roma,70 Salineno Rd,Starr,26.5269,-99.0951
Salt Creek Rural Volunteer Fire Department,Graham,200 Oak Street,Young,33.112868,-98.591384
Salt Creek VFD,Springtown,567 Big Salty Rd.,Wise,33.013228,-97.804003
Sam Bass Fire Department,Round Rock,16248 Great Oaks Drive,Williamson,30.495776,-97.733499
Samnorwood VFD,Shamrock,15761 FM 1036,Collingsworth,35.052855,-100.277443
San Angelo Fire Department,San Angelo,306 W 1st Street,Tom Green,31.464017,-100.4436
San Antonio FD,San Antonio,315 S Santa Rosa Avenue,Bexar,29.430259,-98.489314
San Augustine,San Augustine ,301 S. Harrison,San Augustine,31.528116,-94.110967
San Benito Fire Department,"San Benito,Tx ",1201 S Sam Houston Blvd,Cameron,26.1222,-97.64
San Diego Volunteer Fire Department,San Diego,401 South Dr. E.E. Dunlap St ,Duval,27.760636,-98.23837
San Elizario Fire Rescue,San Elizario,1415 San Antonio Rd,El Paso,31.58831,-106.2727
San Felipe/Frydek VFD,San Felipe,15023 FM 1458,Austin,29.793106,-96.100825
San Isidro Fire Department ,San Isidro,5382 F.M. 1017,Starr,26.708795,-98.424569
San Juan Fire Department,San Juan,709 S Nebraska,Hidalgo,26.1871,-98.1555
San Leon VFD,San Leon,337  12TH ST.,Galveston,29.493,-94.9227
San Marcos FD,San Marcos,100 Carlson Circle,Hays,29.905562,-97.904706
San Saba County VFD,San Saba,104 S. Water,San Saba,31.1928,-98.715
Sand Flat Fire Dept,Chico,745 CR 1744,Wise,33.2715,-97.8876
Sand Hills VFD,Seguin,4252 Zion Hill Rd,Guadalupe,29.483708,-97.886773
Sandia Vol Fire Department,Sandia,101 FM 1540,Jim Wells,28.023002,-97.878557
Sandy Harbor VFD,Horseshoe Bay,203 Granite Shoals Drive,Llano,30.557863,-98.429343
Sanger VFD,Sanger,200 ELM STREET,Denton,33.2137,-97.1026
Sansom Park FD,Fort Worth,5500 Buchanan,Tarrant,32.8036,-97.4025
Santa Anna Volunteer Fire Department,Santa Anna,300 North 2nd,Coleman,31.742488,-99.330782
Santa Fe Fire and Rescue,Santa Fe,13112 Highway 6,Galveston,29.3773,-95.1006
Santa Monica Volunteer Fire Department,Lyford ,19620 Poinciana Rd,Willacy,26.3725,-97.6942
Santa Rosa Volunteer Fire Department,Santa Rosa,406 South Sixth Street,Cameron,26.257467,-97.8286
Santo Fire & EMS,Santo,1250 FM 2201,Palo Pinto,32.6091,-98.1941
Saratoga VFD,Saratoga,16628 FM 770,Hardin,30.284283,-94.521834
Sargent Area Volunteer Fire & Rescue,Sargent,22001 FM 457,Matagorda,28.8353,-95.6647
Savoy VFD,Savoy,103 E Hayes,Fannin,33.589833,-96.366883
Scenic Loop VFD Inc,Livingston,1406 FM 3277,Polk,30.7234,-95.10062
Schertz Fire Rescue,Schertz,1400 Schertz Parkway,Guadalupe,29.5661,-98.2688
Schroeder VFD,Victoria,13012 FM 622,Goliad,28.8147,-97.2147
Schulenburg Volunteer Fire Department,Schulenburg,812 WOLTERS,Fayette,29.678261,-96.907759
Scotland VFD,Scotland,370 Ave J,Archer,33.6579,-98.4718
Scurry VFD,Scurry,8782 South FM 148,Kaufman,32.520669,-96.382645
Seabrook Volunteer Fire Dept.,Seabrook,1850 E. Meyer,Harris,29.575564,-95.025025
Seadrift VFD,Seadrift,102 E. Dallas St.,Calhoun,28.411257,-96.710459
Seagoville Fire Dept,Seagoville ,1717 N. Hwy 175,Dallas,32.655082,-96.55967
Seagraves VFD,Seagraves,901 Ave F,Gaines,32.941389,-102.564722
Seale  Round Prairie VFD,Thornton,10475 FM 937,Robertson,31.297091,-96.366561
Sealy Fire Department ,Sealy,1207 Hwy 90 W.,Austin,29.768572,-96.163326
Sebastian VFD,Sebastian,Corner of Bus 77 and 506,Willacy,26.342833,-97.791117
Segno VFD Inc,Livingston,159 FM 2798,Polk,30.574722,-94.693056
Seguin Fire Department,Seguin,660 S. Hwy 46,Guadalupe,29.5623,-97.9905
Selden VFD,Stephenville,4200 FM 913,Erath,32.143619,-98.103937
Selma Fire Department,Selma,9375 Corporate Drive,Guadalupe,29.592628,-98.305246
Seminole Fire Department,Seminole,302 South Main,Gaines,32.715739,-102.64502
Seven Points VFD,Seven Points,428 E Cedar Creek Pkwy,Henderson,32.32384,-96.20483
Seymour  VFD,Seymour,319 N. Washington,Baylor,33.5909,-99.262
Shackelford County Rural VFD,Albany,623 Railroad Street,Shackelford,32.727757,-99.300166
Shallowater Fire Dept.,Shallowater,801 AVENUE H,Lubbock,33.689862,-101.997423
Shamrock Shores VFD,Milam,125 Shamrock Dr.,Sabine,31.523072,-93.787305
Shamrock Vol Fire Department,Shamrock,400 N MAIN,Wheeler,35.215,-100.247167
Shavano Park FD,Shavano Park,15604 NW Military Hwy,Bexar,29.586763,-98.554065
Sheffield VFD ,Sheffield,9572 E. Hwy 290,Pecos,30.692151,-101.8295
Shelby Volunteer Fire Department,Fayetteville,399 W FM 389,Austin,30.021628,-96.5984
Shelbyville VFD,Shelbyville,140 cr 2064,Shelby,31.76148,-94.078916
Sheldon Community Vol. Fire & Rescue,Houston,8407 C.E. King Parkway,Harris,29.844219,-95.217357
Shepherd VFD,Shepherd,100 NORTH LIBERTY,San Jacinto,30.4993,-94.9969
Sheridan VFD,Sheridan,5925 South Logan Park Dr.,Colorado,29.4937,-96.6711
Sherman Fire - Rescue,Sherman,318 S. Travis,Grayson,33.633996,-96.608901
Sherwood Shores,Gordonville,256 Hillcrest Circle,Grayson,33.852777,-96.8375
Shiloh VFD,Mexia,212 LCR 433,Limestone,31.613,-96.4517
Shiner VFD,Shiner,519 N AVE. D,Lavaca,29.4303,-97.1705
Shiro VFD Inc,Shiro,9563 Volunteer Ave.,Grimes,30.6096,-95.8934
Shive VFD,Hamilton,140 CR 518,Hamilton,31.6125,-98.235
Sierra Blanca VFD,Sierra Blanca,124 E El Paso St.,Hudspeth,31.174694,-105.357328
Silsbee VFD,Silsbee,490 Payne St.,Hardin,30.358173,-94.178033
Silver City VFD,Purdon,fm 55,Navarro,31.97674,-96.64245
Silver Creek Volunteer Fire Department Inc,Azle,6901 S. FM ROAD 730,Parker,32.837444,-97.638545
Silverton VFD,Silverton,409 BROADWAY,Briscoe,34.4733,-101.3025
Simms District VFD,Dekalb,10648 FM 990,Bowie,33.364433,-94.556983
