X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-156.56583,20.5222200000001,3102,KANELOA,17266461,2022/08/31 12:54:00+00,32793370,,815,Surrounding area around station is barren. Sparse grassesand 10-15' kiawe trees 50' from station.,20.52222,-156.56583,HI,Maui,S&PF,HAWAII,KAHOOLAWE ISLAND RC,,A,7.53 inches,8 mph,59 degrees ,74 deg. F,73 deg. F ,85 % ,12.6 volts,19.2 (unk),81 degrees,16 mph,0 w/m2,17266461
-84.55554,32.4672800000001,3103,OAKLAND,19733514,2022/07/28 11:58:59+00,32B49A58,095101,645,"884 Pineknot Road, Box Spring, GA.",32.46728,-84.55554,GA,Marion,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,29.87 inches,4 mph,230 degrees ,75 deg. F,75 deg. F ,99 % ,12.9 volts,22.9 (unk),183 degrees,NO DATA,54 w/m2,19733514
-109.31731,33.55253,3104,STRAY HORSE,17272361,2022/06/10 12:19:00+00,327FF6A0,021106,7945,"The station is located approx. 30 miles south of Alpine, AZon a knob south of the Rattlesnake Highway Camp yard.",33.55253,-109.31731,AZ,Greenlee,USFS,03,APACHE SITGREAVES NF,CLIFTON RANGER DIST,A,1.42 inches,1 mph,226 degrees ,62 deg. F,NO DATA,42 % ,12.9 volts,NO DATA,348 degrees,6 mph,1 w/m2,17272361
-119.52514,38.3973300000001,3105,MEAN PEAK,19881737,2022/06/21 17:25:00+00,323A975A,,9920,,38.39733,-119.52514,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,D,NO DATA,2 mph,36 degrees ,75 deg. F,81 deg. F ,31 % ,13.3 volts,8.6 (unk),333 degrees,NO DATA,344 w/m2,19881737
-118.66545,36.2240200000001,3106,MTN HOME,,2022/08/31 13:20:00+00,,,,,,,,,,,,,,13.47 inches,2 mph,NO DATA,72 deg. F,NO DATA,25 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19118865
-118.553,32.996,3107,SAN CLEMENTE NRO,18616842,2022/04/28 19:31:00+00,93305406,,700,,32.996,-118.553,CA,Los Angeles,DOD,,,,A,34.24 inches,10 mph,NO DATA,60 deg. F,NO DATA,65 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18616842
-155.61444,19.2563900000001,3108,NENE CABIN CS,18151954,2022/08/16 23:23:00+00,32D64524,,6581,,19.25639,-155.61444,HI,Hawaii,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,,A,67.16 inches,6 mph,NO DATA,63 deg. F,NO DATA,90 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18151954
-115.93686,47.50415,3109,NUCKOLS,16921660,2022/07/04 12:08:00+00,3273C2A6,100423,4000,FIRE WX FORECAST ZONE: 101,47.50415,-115.93686,ID,Shoshone,USFS,01,IDAHO PANHANDLE NF,CDA RIVER RD,A,18.12 inches,1 mph,NO DATA,56 deg. F,54 deg. F ,83 % ,13.1 volts,20 (unk),NO DATA,7 mph,1 w/m2,16921660
-75.5340199999999,35.24611,3110,BUXTON,19835398,2022/08/31 13:31:00+00,32B83B3C,315407,18,,35.24611,-75.53402,NC,Dare,NPS,SOUTHEAST,GREAT SMOKEY MTNS NP,NC-CHP,A,32.18 inches,5 mph,323 degrees ,81 deg. F,86 deg. F ,75 % ,13.3 volts,14.9 (unk),333 degrees,NO DATA,315 w/m2,19835398
-77.18456,38.13206,3111,FAPH_EODTC,18391569,2022/04/28 18:33:00+00,328232CC,443302,80,,38.13206,-77.18456,VA,Caroline,DOD,,,US ARMY,A,11.74 inches,6 mph,NO DATA,58 deg. F,NO DATA,28 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18391569
-159.69583,22.04083,3112,PUU OPAE,17559572,2022/08/31 12:35:00+00,4870734A,495009,2068,Former sugar cane land now growing taller grass.,22.04083,-159.69583,HI,Kauai,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWKA,A,10.07 inches,3 mph,60 degrees ,64 deg. F,60 deg. F ,79 % ,12.7 volts,20.7 (unk),61 degrees,5 mph,0 w/m2,17559572
-110.95,39.85108,3113,ROCKY QD,17339245,2021/12/02 16:44:59+00,3268859A,420915,8112,,39.85108,-110.95,UT,,BLM,UTAH,SALT LAKE,,1,2.24 inches,1 mph,193 degrees ,50 deg. F,45 deg. F ,40 % ,13.5 volts,11.3 (unk),134 degrees,4 mph,249 w/m2,17339245
-112.70631,42.36697,3114,BULL CANYON,16818997,2022/05/11 07:21:59+00,325204AC,103704,6418,"STATION SITS IN A 600YD CLEARING SURRONDED BY TALL PINES AND
BRAWD LEAF TREES.  SMALL SPRING/POND TO THE EAST.  GROUND
COVERED WITH GRASSES AND SOME SAGE.  HIGH MOUNTAINS 1.5MILES
TO THE WEST. STATION IS ON A NORTH EAST SLOPE",42.36697,-112.70631,ID,Power,BLM,R9 Columbia Pac NW,IDAHO FALLS,WASHINGTON D.C.,A,5.78 inches,3 mph,327 degrees ,33 deg. F,NO DATA,52 % ,13.4 volts,NO DATA,313 degrees,19 mph,0 w/m2,16818997
-114.34312,43.9297300000001,3115,S-C PORTABLE #1,17257017,2022/04/04 06:36:59+00,327F33BE,,8212,,43.92973,-114.34312,ID,Custer,USFS,04,SALMON/CHALLIS NF,,1,0 inches,6 mph,102 degrees ,54 deg. F,53 deg. F ,20 % ,12.9 volts,4.2 (unk),97 degrees,15 mph,0 w/m2,17257017
-81.59468,31.90434,3116,LAWSON,,2022/04/28 18:33:59+00,,,,,,,,,,,,,,8.73 inches,8 mph,NO DATA,80 deg. F,NO DATA,27 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19364617
-121.58433,40.9267800000001,3117,SOLDIER MTN,17103660,2022/06/24 02:13:59+00,CA20B63A,040630,3704,,40.92678,-121.58433,CA,Shasta,S&PF,CALIFORNIA,CDF,SHASTA-TRINITY UNIT,A,16.38 inches,6 mph,251 degrees ,81 deg. F,83 deg. F ,26 % ,13.3 volts,4.5 (unk),245 degrees,18 mph,253 w/m2,17103660
-81.32697,27.6897200000001,3118,AVON PARK AFR NORTH,,2022/04/28 19:01:00+00,,,,,,,,,,,,,,5.66 inches,16 mph,NO DATA,82 deg. F,NO DATA,57 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19492364
-117.97206,35.70975,3119,BLUE MAX,17167418,2022/05/05 01:31:59+00,324CF7DE,109893,5350,STATION SITS AT THE WEST END OF INDIAN WELLS CANYON. TOWNOF RIDGECREST IS 15 MILES TO THE EAST,35.70975,-117.97206,CA,Kern,BLM,CALIFORNIA,CALIFORNIA DESERT,,A,3.56 inches,9 mph,357 degrees ,67 deg. F,NO DATA,19 % ,13.9 volts,NO DATA,355 degrees,16 mph,56 w/m2,17167418
-90.1393399999999,43.0230100000001,3120,DODGEVILLE,17292071,2022/05/05 01:12:00+00,53702596,476001,1260,,43.02301,-90.13934,WI,Iowa,S&PF,WISCONSIN,DNR,DODGEVILLE DG,A,8.92 inches,3 mph,143 degrees ,54 deg. F,50 deg. F ,61 % ,13.4 volts,8.8 (unk),130 degrees,8 mph,29 w/m2,17292071
-121.29838,41.6278600000001,3121,TIMBER MOUNTAIN,17283886,2022/06/07 09:03:00+00,3285E690,040306,5053,,41.62786,-121.29838,CA,Modoc,USFS,05,MODOC NF,Double Head,A,2.98 inches,7 mph,342 degrees ,47 deg. F,45 deg. F ,68 % ,13 volts,7.5 (unk),355 degrees,14 mph,0 w/m2,17283886
-116.21833,41.5386100000001,3122,LONG HOLLOW,16843059,2022/08/31 12:42:00+00,325BA208,260305,5820,"STATION SITS ON SMALL RIDGE TOP WHICH RUNS SOUTH TO NORTH.
LARGE ROCKY PEAK (WILSON PEAK) SITS APPROX. FIVE MILES TO
THE NORTH.  AREA IS ROLLING HILLS OF HIGH DESERT WITH
VEGETATION OF SAGEBRUSH AND CHEAT GRASS.
IF IT'S WET TAKE ATV'S THATS THE ONLY WAY IN",41.53861,-116.21833,NV,Elko,BLM,R10 CA Great Basin,ELKO,WASHINGTON D.C.,A,4.58 inches,5 mph,133 degrees ,66 deg. F,NO DATA,27 % ,13.1 volts,NO DATA,120 degrees,10 mph,0 w/m2,16843059
-118.47853,37.84333,3123,BENTON,16797493,2022/08/31 12:59:59+00,3254B7EC,043708,5450,"STATION SITS WITHIN 100 YDS OF BENTON FIRE STATION.
MONTGOMERY MTN. IS 1 MILE DUE EAST.  WHITE MTN RANGE RUNS
N-S 1 MILE DUE EAST.  SAND, SAGE, AND CACTUS.",37.84333,-118.47853,CA,Mono,BLM,R10 CA Great Basin,BAKERSFIELD,WASHINGTON D.C.,A,1.49 inches,3 mph,43 degrees ,54 deg. F,NO DATA,38 % ,12.7 volts,NO DATA,315 degrees,4 mph,0 w/m2,16797493
-98.2008299999999,30.04661,3124,WIMBERLEY-WEST,,2022/08/31 12:59:59+00,,,,,,,,,,,,,,7.56 inches,0 mph,NO DATA,73 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19128844
-106.69167,35.1044400000001,3125,I-40,17571600,2022/03/15 12:53:00+00,AAA7F2D2,,4950,,35.10444,-106.69167,NM,Bernalillo,BLM,NEW MEXICO,ALBUQUERQUE,,2,.85 inches,.8 mph,.8 degrees ,.8 deg. F,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17571600
-119.37124,34.4081800000001,3126,CASITAS,17398570,2022/03/15 13:10:00+00,33346214,045308,639,Located in a large open grassy field at the Casitas Fire St.,34.40818,-119.37124,CA,Ventura,USFS,05,LOS PADRES NF,OJAI RD,1,15.96 inches,0 mph,164 degrees ,43 deg. F,38 deg. F ,75 % ,12.7 volts,12.7 (unk),254 degrees,4 mph,0 w/m2,17398570
-117.584,39.30197,3127,DESATOYA MOUNTAIN,16838709,2022/03/15 12:39:00+00,325C6522,260503,6152,STATION IS LOCATED ON DESERT VALLEY AREA APP. 70 YARDS NORTHOF A SMALL GRAVEL PIT. VEGATATION IS MOSTLY LOW SAGEBRUSHAND DESERT GRASSES.  THE SITE IS SURROUNDED BY MTN. RANGESIN ALL DIRECTIONS AT 5 TO 18 MILES AWAY. THERE IS A DRYLAKEBED APP. 2 MILES EAST SOUTHEAST OF RAWS.,39.30197,-117.584,NV,Lander,BLM,NEVADA,BATTLE MOUNTAIN,WASHINGTON D.C.,1,.32 inches,13 mph,204 degrees ,44 deg. F,NO DATA,33 % ,13 volts,NO DATA,212 degrees,18 mph,0 w/m2,16838709
-123.3432,40.50552,3128,FRIEND MTN.,16966457,2022/07/07 14:16:00+00,324225DE,040512,4418,RIDGETOP,40.50552,-123.3432,CA,Trinity,USFS,05,SHASTA TRINITY NF,Hayfork,A,26.21 inches,0 mph,359 degrees ,50 deg. F,48 deg. F ,93 % ,12.8 volts,13.7 (unk),355 degrees,1 mph,14 w/m2,16966457
-88.1686099999999,36.06611,3129,CAMDEN TOWER,17396770,2022/03/04 04:07:00+00,0260C468,404001,512,,36.06611,-88.16861,TN,Benton,S&PF,TENNESSEE,DIVISION OF FORESTRY,West,1,12.96 inches,7 mph,223 degrees ,55 deg. F,NO DATA,56 % ,12.8 volts,NO DATA,229 degrees,15 mph,0 w/m2,17396770
-112.97778,37.2047200000001,3130,ZION CANYON,17337903,2022/04/25 16:28:00+00,FA63B4B6,422808,3999,Station is located in Zion Canyon.  It is located north/eastof the Watchman housing area.  Vegetation in the area isdominated by cheatgrass with some shadscale shrubs and somescattered juniper.  Station is on the eastern edge of canyonfloor. Other nearby vegetation is cottonwoods by virgin rivr,37.20472,-112.97778,UT,Washington,NPS,INTERMOUNTAIN,ZION NP,,A,7.8 inches,2 mph,20 degrees ,62 deg. F,NO DATA,19 % ,13.6 volts,NO DATA,3 degrees,15 mph,419 w/m2,17337903
-76.51444,35.73722,3131,POCOSIN LAKES,17173277,2022/03/15 13:18:00+00,8376E31E,315201,6,,35.73722,-76.51444,NC,Washington,FWS,REGION 4,POCOSIN LAKES NWR,,1,7.86 inches,0 mph,342 degrees ,51 deg. F,NO DATA,80 % ,13.9 volts,NO DATA,343 degrees,1 mph,247 w/m2,17173277
-116.20861,43.56528,3132,BOISE TEST BACK LEFT,16812182,2022/07/05 05:32:59+00,324D6046,,2860,,43.56528,-116.20861,ID,,BLM,R9 Columbia Pac NW,BLM/NIFC,WASHINGTON D.C.,A,NO DATA,1 mph,180 degrees ,69 deg. F,66 deg. F ,37 % ,12.9 volts,5.1 (unk),9 degrees,NO DATA,0 w/m2,16812182
-123.08333,46.3427800000001,3133,ABERNATHY MTN.,16880692,2021/12/14 03:01:59+00,3000B5D0,451209,2222,,46.34278,-123.08333,WA,Cowlitz,S&PF,WASHINGTON,DEPT. OF NATURAL RES,PACIFIC CASCADE,1,29.49 inches,12 mph,195 degrees ,30 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,185 degrees,23 mph,0 w/m2,16880692
-79.8666699999999,35.3666700000001,3134,UWHARRIE (TROY),17054755,2022/06/07 09:04:59+00,33350508,317001,540,Site is located on the Uwharrie compound,35.36667,-79.86667,NC,Montgomery,USFS,08,NF'S IN N. CAROLINA,UWHARRIE RD,A,22.61 inches,0 mph,122 degrees ,61 deg. F,60 deg. F ,94 % ,12.8 volts,20.1 (unk),4 degrees,0 mph,0 w/m2,17054755
-158.10422,21.38491,3135,PALEHUA,17560857,2022/05/10 03:36:00+00,4870F55E,492018,2400,"Nestled in a dense Ironwood forest, so dense in fact of the mast barley reaches above the canopy. Be cautious when looking for accurate WS/WD.",21.38491,-158.10422,HI,Honolulu,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWOA,A,7.89 inches,6 mph,53 degrees ,70 deg. F,77 deg. F ,74 % ,13.5 volts,9.8 (unk),81 degrees,19 mph,345 w/m2,17560857
-118.94308,39.2619700000001,3136,DEAD CAMEL MOUNTAIN,16841271,2022/03/15 12:48:00+00,325C2628,260701,4549,SITE LOCATED 1.7 MILES OFF ROAD IN SEMI FLAT AREAHILLS SURROUND AREA SAGE BRUSH SAND AND SHORT GRASSALL AROUND IT IS NOT VISIBLE FROM ROAD TO TRY AND ELIMANATEVANDALISM,39.26197,-118.94308,NV,Churchill,BLM,NEVADA,CARSON CITY,WASHINGTON D.C.,1,.2 inches,12 mph,185 degrees ,54 deg. F,NO DATA,39 % ,12.8 volts,NO DATA,204 degrees,17 mph,0 w/m2,16841271
-116.20861,43.56528,3137,GREENVILLE BENCH PORTABLE,17134658,2022/05/05 01:10:00+00,3243B246,,2865,,43.56528,-116.20861,UT,Garfield,BLM,UTAH,CEDAR CITY,,A,56.41 inches,8 mph,264 degrees ,55 deg. F,56 deg. F ,37 % ,14.2 volts,4.7 (unk),260 degrees,15 mph,NO DATA,17134658
-121.60933,37.6930300000001,3138,ALTAMONT,17563418,2022/06/24 02:13:00+00,CA400786,043407,1436,In the Altamont Hills wind farms. Land is grazed by cattle,37.69303,-121.60933,CA,Alameda,S&PF,CALIFORNIA,CDF,SCU,A,7.24 inches,19 mph,257 degrees ,86 deg. F,87 deg. F ,21 % ,13.9 volts,3.8 (unk),264 degrees,27 mph,295 w/m2,17563418
-76.27808,36.34686,3139,ELIZABETH CITY,17500445,2022/08/31 13:14:00+00,40725390,311503,15,,36.34686,-76.27808,NC,Pasquotank,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,DISTRICT 7,A,30.38 inches,3 mph,343 degrees ,80 deg. F,98 deg. F ,77 % ,13.5 volts,15.6 (unk),39 degrees,9 mph,336 w/m2,17500445
-94.5236399999999,47.0013300000001,3140,CHIPPEWA PORT #5,17333361,2022/07/07 14:16:00+00,333262DA,090305,1300,"Location - Tanglewood Rx

T141 N  R30 W  Sec.30",47.00133,-94.52364,MN,Cass,USFS,09,CHIPPEWA NF,BLACKDUCK DISTRICT,A,8.17 inches,2 mph,323 degrees ,74 deg. F,73 deg. F ,86 % ,14 volts,24.7 (unk),1 degrees,4 mph,NO DATA,17333361
-120.41989,39.06971,3141,HELL HOLE,16952884,2022/08/31 13:10:00+00,3239D35E,042608,5240,"Ridge. 1/4 mile south of Hell Hole Station, up the cut banksouth to ridge line, near the powerlines.Site burned over in the King Fire, September 2014.",39.06971,-120.41989,CA,Placer,USFS,05,ELDORADO NF,CAMINO DISPATCH,A,.22 inches,3 mph,282 degrees ,67 deg. F,58 deg. F ,27 % ,12.7 volts,6 (unk),294 degrees,7 mph,0 w/m2,16952884
-122.95203,40.3600300000001,3142,SFMU PORTABLE,17546013,2022/05/16 12:27:00+00,AAB2D460,,2887,,40.36003,-122.95203,CA,Trinity,USFS,05,SHASTA TRINITY NF,Hayfork,A,19.79 inches,7 mph,259 degrees ,54 deg. F,50 deg. F ,51 % ,12.7 volts,8.4 (unk),236 degrees,16 mph,0 w/m2,17546013
-103.48378,43.2938100000001,3143,SDS PORTABLE 1,18350626,2022/03/15 13:15:59+00,32B091B0,393507,3345,,43.29381,-103.48378,SD,Fall River,S&PF,SOUTH DAKOTA,SD SCHOOL OF MINES,,1,0.6 inches,4 mph,NO DATA,36 deg. F,NO DATA,61 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18350626
-117.1683,34.59259,3144,APPLE VALLEY 2,16799279,2022/08/31 12:51:00+00,325254D0,045134,3159,"GROUND IS SANDY, GROUND COVER IS SPARCE GRASS WITH SHORT
BRUSH. TO THE NORTH OF APPLE VALLEY FIRE BASE",34.59259,-117.1683,CA,San Bernardino,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,3.04 inches,4 mph,127 degrees ,72 deg. F,NO DATA,36 % ,12.6 volts,NO DATA,122 degrees,5 mph,0 w/m2,16799279
-115.8766,47.13518,3145,FISH HOOK,16921912,2022/03/15 13:09:00+00,3249868E,100421,4270,Mixed conifer forest,47.13518,-115.8766,ID,Shoshone,USFS,01,IDAHO PANHANDLE NF,ST. JOE RD,1,8.11 inches,5 mph,170 degrees ,34 deg. F,32 deg. F ,100 % ,13 volts,27.2 (unk),170 degrees,9 mph,0 w/m2,16921912
-97.34917,26.22833,3146,LAGUNA ATASCOSA,17292328,2022/03/15 13:23:00+00,8373C232,418603,25,STATION SITS 1/4 MI FROM THE LAGUNA ATASCOSA NWR MAINT BLDG.,26.22833,-97.34917,TX,,FWS,REGION 2,S. TX REFUGE COMPLEX,,1,5.17 inches,2 mph,295 degrees ,64 deg. F,100 deg. F ,13.1 % ,NO DATA,5 (unk),35 degrees,NO DATA,NO DATA,17292328
-136.58466,58.9172600000001,3147,QUEEN INLET,18735140,2022/05/12 08:25:00+00,3962969A,GQIA2,1045,,58.91726,-136.58466,AK,,NPS,ALASKA,SEAN Southeast AK Nt,GLBA,A,42.56 inches,2.1 mph,NO DATA,43 deg. F,NO DATA,59 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18735140
-117.05956,32.8754700000001,3148,MIRAMAR EAST,18094608,2022/04/28 19:04:00+00,32D4C6C4,,900,,32.87547,-117.05956,CA,San Diego,DOD,NOT APPLICABLE,,Miramar Fire Dept.,A,9.46 inches,9 mph,NO DATA,65 deg. F,NO DATA,58 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18094608
-107.74892,39.51244,3149,RIFLE,16807731,2022/05/02 22:52:00+00,324A7104,051504,6120,"ON PLATEAU OVERLOOKING TOWN, 100' FROM RIM.  2 SETS OF POWERLINES 50' NORTH OF SITE.  CHEET GRASS AND 7' JUNIPER ONRIM OF PLATEAU.",39.51244,-107.74892,CO,Garfield,BLM,COLORADO,GRAND JUNCTION,WASHINGTON D.C.,A,2.79 inches,1 mph,101 degrees ,62 deg. F,NO DATA,39 % ,13.7 volts,NO DATA,33 degrees,8 mph,695 w/m2,16807731
-91.98083,46.1358300000001,3150,MINONG,17449247,2022/08/31 13:04:00+00,53705306,470703,1060,,46.13583,-91.98083,WI,Washburn,S&PF,WISCONSIN,DNR,SPOONER DG,A,16.89 inches,3 mph,242 degrees ,62 deg. F,65 deg. F ,89 % ,13.2 volts,24.5 (unk),270 degrees,5 mph,200 w/m2,17449247
-108.41278,37.29722,3151,MOREFIELD,17196069,2022/07/07 13:41:00+00,FA630738,055706,7820,SITE SITS ON THE HILL JUST EAST OF MOREFIELD RANGER STATION.,37.29722,-108.41278,CO,Montezuma,NPS,INTERMOUNTAIN,MESA VERDE NP,,A,4.73 inches,3 mph,126 degrees ,67 deg. F,66 deg. F ,42 % ,13.3 volts,13.4 (unk),143 degrees,4 mph,111 w/m2,17196069
-114.50935,48.87658,3152,HORNET,16917568,2022/03/15 13:09:00+00,3241915E,240224,6500,High elevation within the old 2003 Wedge Canyon burn scar.  site burned hot so little overstory regen. taking place. Hornet peak to the NNW is only obstruction to wind.,48.87658,-114.50935,MT,Flathead,USFS,01,FLATHEAD NF,GLACIER VIEW,1,13.03 inches,16 mph,215 degrees ,28 deg. F,29 deg. F ,100 % ,12.8 volts,27.3 (unk),199 degrees,28 mph,0 w/m2,16917568
-113.34628,45.6047500000001,3153,STEELE CREEK,17478434,2022/08/09 20:55:00+00,328EE538,245417,6405,"Station sits on foothills north east of Wisdom, Montana on the edge of the Beaverhead N.F. Mix of brush and timber.",45.60475,-113.34628,MT,Beaverhead,USFS,01,BEAVERHEAD/DEERLODGE,Wisdom RD,A,8.65 inches,9 mph,245 degrees ,88 deg. F,108 deg. F ,13 % ,13.3 volts,4 (unk),273 degrees,16 mph,955 w/m2,17478434
-115.87122,43.0283600000001,3154,MOUNTAIN HOME,17338408,2022/05/02 22:53:00+00,3252C1B2,102709,3023,station sits .5 miles south of the Mountain Home Air Forcemain runway. Desert grasses in the area.,43.02836,-115.87122,ID,Elmore,BLM,IDAHO,BOISE,,A,5.01 inches,20 mph,315 degrees ,57 deg. F,NO DATA,60 % ,13.7 volts,NO DATA,324 degrees,26 mph,622 w/m2,17338408
-122.20972,41.5341300000001,3155,BOLAM,,2022/07/26 23:03:59+00,,,,,,,,,,,,,,8.04 inches,11 mph,NO DATA,98 deg. F,NO DATA,9 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17843736
-119.11444,41.4440000000001,3156,DRY CANYON,16849463,2022/03/15 12:38:00+00,325BE102,260203,4980,STATION SITS ON LARGE KNOLL APPROX 2 MILES SOUTH OFTOLLHOUSE CANYON AND 1/2 MILE SSE OF DRY CANYON.  THERE ARESEVERAL KNOLLS SURROUNDING THE SITE.  VEGETATION IS MATURESAGEBRUSH.,41.444,-119.11444,NV,Humboldt,BLM,NEVADA,WINNEMUCCA,WASHINGTON D.C.,1,.17 inches,13 mph,272 degrees ,44 deg. F,NO DATA,51 % ,13 volts,NO DATA,267 degrees,19 mph,0 w/m2,16849463
-155.78,19.23222,3157,KAHUKU,17233196,2022/08/31 13:30:00+00,32639544,496023,5894,"Station located in new aquisition part of Hawaii volcanoes >
N.P. - Kahuku area. Station is on the south west flank
of Mauna Loa. Located in old burn. Worked with Russ Gripp on new Statewide WIMS ID system to provide consistency. Replaced on ID 499901 with New WIMS ID 496023",19.23222,-155.78,HI,Hawaii,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,,A,15.46 inches,4 mph,39 degrees ,51 deg. F,NO DATA,75 % ,13 volts,NO DATA,45 degrees,8 mph,0 w/m2,17233196
-122.6705,39.3591300000001,3158,MNF03 PORTABLE,17283378,2022/04/13 21:27:59+00,3286678A,49903,2185,,39.35913,-122.6705,CA,,USFS,05,MENDOCINO NF,Grindstone,1,20.95 inches,9 mph,206 degrees ,55 deg. F,70 deg. F ,44 % ,NO DATA,9.6 (unk),217 degrees,19 mph,725 w/m2,17283378
-84.55554,32.4672800000001,3159,OAKLAND,19733513,2022/03/15 12:59:00+00,32B49A58,095101,,"884 Pineknot Road, Box Spring, GA.",32.46728,-84.55554,GA,Marion,S&PF,GEORGIA,GEORGIA FORESTRY COM,,1,7.24 inches,8 mph,104 degrees ,53 deg. F,53 deg. F ,83 % ,12.8 volts,19.3 (unk),101 degrees,NO DATA,28 w/m2,19733513
-119.77497,38.6904400000001,3160,MARKLEEVILLE,17130290,2022/08/12 14:48:59+00,326D4744,042802,5501,Markleeville Helibase,38.69044,-119.77497,CA,Alpine,USFS,04,HUMBOLDT/TOIYABE NF,CARSON RANGER DIST.,A,4.95 inches,4 mph,89 degrees ,60 deg. F,57 deg. F ,40 % ,13.2 volts,7.5 (unk),104 degrees,14 mph,27 w/m2,17130290
-78.7285199999999,34.3359100000001,3161,WHITEVILLE,17195562,2022/08/31 13:18:00+00,3270265A,319701,100,Station is located in a grassy flat at the District Office.,34.33591,-78.72852,NC,Columbus,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D8 WHITEVILLE,A,31.3 inches,4 mph,30 degrees ,78 deg. F,80 deg. F ,100 % ,13.7 volts,25.6 (unk),0 degrees,11 mph,171 w/m2,17195562
-135.88852,58.4551500000001,3162,GLACIER BAY FUEL DOCK,,2022/05/09 05:26:00+00,,,,,,,,,,,,,,48.5 inches,7.9 mph,NO DATA,0 deg. F,NO DATA,48.3 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17782310
-119.65167,37.8594200000001,3163,WWOLF,16901693,2022/08/31 12:53:00+00,FA454512,043612,8038,"SITE IS LOCATED IN MODERATELY TIMBERED AREA.  TIMBER HEIGHT
RANGES FROM 10 TO 70'. LOTS OF GRASSES WITH SMALL TO LARGE
SIZE ROCKS TRHOUGHOUT AREA.",37.85942,-119.65167,CA,Tuolumne,NPS,PACIFIC WEST,YOSEMITE NP,,A,.36 inches,0 mph,67 degrees ,54 deg. F,47 deg. F ,41 % ,12.6 volts,8.5 (unk),61 degrees,2 mph,0 w/m2,16901693
-115.79556,46.49643,3164,PIERCE,16915771,2022/03/15 23:51:59+00,32374254,100711,3085,"Sits in valley bottom at typical Ranger Station setting.This site is known locally as a ""frost pocket"".Wind speed at 20 ft, 403a/LaBarge tower combination.",46.49643,-115.79556,ID,Clearwater,USFS,01,NEZ PERCE-CLEARWATER,PIERCE RD,1,20.41 inches,1 mph,340 degrees ,41 deg. F,NO DATA,94 % ,14 volts,NO DATA,325 degrees,3 mph,245 w/m2,16915771
-81.2130299999999,27.59533,3165,AVON PARK AF RANGE 1,18258438,2022/03/15 13:21:59+00,325B1186,085301,-17,,27.59533,-81.21303,FL,Highlands,DOD,,,23RD WING,1,2.45 inches,5 mph,NO DATA,68 deg. F,NO DATA,87 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18258438
-123.475,44.60778,3166,GELLATLY,17420828,2022/06/24 02:09:00+00,6000026E,351814,860,,44.60778,-123.475,OR,Benton,S&PF,OREGON,DEPT OF FORESTRY,,A,61.82 inches,5 mph,259 degrees ,70 deg. F,70 deg. F ,51 % ,13.6 volts,7.8 (unk),247 degrees,12 mph,330 w/m2,17420828
-91.8108,33.59979,3167,UAM,17513238,2022/03/15 12:59:59+00,328BA1F2,036901,275,,33.59979,-91.8108,AR,Drew,S&PF,ARKANSAS,ARKANSAS FORESTRY,,1,7.86 inches,2 mph,287 degrees ,51 deg. F,50 deg. F ,99 % ,12.2 volts,25.5 (unk),76 degrees,4 mph,3 w/m2,17513238
